FP ID,Name,Website,Partners,Counsel,Associates,Firm Office Locations,Antitrust,Banking,Bankruptcy,Corporate,Data Privacy,ERISA,Energy,Entertainment,Environmental,FDA,Government,Health Care,Insurance,Intellectual Property,International Trade,Labor & Employment,Litigation,Media,Real Estate,Tax,Telecommunications,Transportation,Trusts & Estates,Practice Area Top 1,Practice Area Top 2,Practice Area Top 3,Total Attorneys,PPP
2662,Greenspoon Marder,http://gmlaw.com,126,43,43,"Boca Raton, Florida; Denver, Colorado; Fort Lauderdale, Florida; Las Vegas, Nevada; Miami, Florida; New York, New York; Orlando, Florida; Portland, Oregon; Tallahassee, Florida; West Palm Beach, Florida; Fort Lauderdale, Florida; Newark, New Jersey; Scottsdale, Arizona; Hunt Valley, Maryland; Los Angeles, California; Albuquerque, New Mexico; Washington, District of Columbia; Atlanta, Georgia; Chicago, Illinois; Houston, Texas; Los Angeles, California",1,17,10,36,1,2,,12,1,2,5,3,6,4,,12,87,3,57,14,,,15,Litigation : 87,Real Estate : 57,Corporate : 36,212,"876,000"
1847,"Munger, Tolles & Olson LLP",http://mto.com,77,11,116,"Los Angeles, California; San Francisco, California; Washington, District of Columbia",7,,2,9,2,,3,3,2,,,,3,17,,6,177,2,1,,,,,Litigation : 177,Intellectual Property : 17,Corporate : 9,208,"3,061,000"
2517,Arnall Golden Gregory LLP,http://agg.com,117,27,59,"Atlanta, Georgia; Washington, District of Columbia",,18,5,39,4,2,4,6,3,3,12,40,,17,1,11,45,1,56,11,1,,8,Real Estate : 56,Litigation : 45,Health Care : 40,208,"1,591,000"
5559,Hanson Bridgett LLP,http://hansonbridgett.com,110,16,76,"San Francisco, California; Los Angeles, California; Sacramento, California; Walnut Creek, California; San Rafael, California; San Diego, California",1,1,1,17,2,8,,,19,,29,16,8,8,,29,62,,46,10,,5,9,Litigation : 62,Real Estate : 46,Government : 29,205,"763,000"
2059,Porter Wright Morris & Arthur LLP,http://porterwright.com,103,25,51,"Cincinnati, Ohio; Cleveland, Ohio; Columbus, Ohio; Dayton, Ohio; Naples, Florida; Pittsburgh, Pennsylvania; Washington, District of Columbia; Chicago, Illinois; Tampa, Florida",5,8,6,32,5,6,9,,8,1,8,6,7,12,2,23,82,,17,5,4,1,15,Litigation : 82,Corporate : 32,Labor & Employment : 23,183,"1,133,000"
1238,Hughes Hubbard & Reed LLP,http://hugheshubbard.com,60,49,66,"New York, New York; Los Angeles, California; Washington, District of Columbia; Kansas City, Missouri; Miami, Florida; Paris, France; Tokyo, Japan",7,15,11,32,,4,3,4,1,,,,,6,8,1,98,1,1,3,,11,3,Litigation : 98,Corporate : 32,Banking : 15,182,"1,798,000"
2114,Robins Kaplan LLP,http://RobinsKaplan.com,88,34,48,"Boston, Massachusetts; Los Angeles, California; Minneapolis, Minnesota; New York, New York; Redwood City, California; Sioux Falls, South Dakota; Bismarck, North Dakota",12,1,1,6,,1,,2,,,5,4,25,45,,,118,,4,,,,4,Litigation : 118,Intellectual Property : 45,Insurance : 25,182,"1,078,000"
2627,"Procopio, Cory, Hargreaves & Savitch LLP",http://procopio.com,88,29,58,"San Diego, California; San Diego, California; Las Vegas, Nevada; Palo Alto, California; Los Angeles, California; Scottsdale, Arizona; Irvine, California; Washington, District of Columbia",,2,3,28,6,,2,5,6,1,18,1,2,45,,10,43,,33,15,,1,7,Intellectual Property : 45,Litigation : 43,Real Estate : 33,177,"815,000"
1963,Patterson Belknap Webb & Tyler LLP,http://pbwt.com,51,28,82,"New York, New York",1,,3,20,,3,,4,,,,,,17,,3,108,1,6,12,,,9,Litigation : 108,Corporate : 20,Intellectual Property : 17,169,"2,265,000"
2630,"Rutan & Tucker, LLP",http://rutan.com,101,11,52,"Irvine, California; Palo Alto, California; San Francisco, California; Scottsdale, Arizona",,10,1,17,2,1,,1,15,,31,,1,19,,16,47,,59,5,1,,4,Real Estate : 59,Litigation : 47,Government : 31,165,"1,056,000"
7978,Seward & Kissel LLP,https://www.sewkis.com/,59,30,69,"Washington, District of Columbia; New York, New York",,22,10,82,,6,,,,,,,,1,,3,29,1,6,9,,6,6,Corporate : 82,Litigation : 29,Banking : 22,161,"2,091,000"
1416,Kasowitz Benson Torres LLP,http://kasowitz.com,69,18,62,"New York, New York; San Francisco, California; Miami, Florida; Houston, Texas; Atlanta, Georgia; Los Angeles, California; Washington, District of Columbia; Boulder, Colorado",6,1,6,2,5,,,,,,2,1,1,12,1,3,125,,11,,,1,,Litigation : 125,Intellectual Property : 12,Real Estate : 11,157,"2,424,000"
4221,"Cox Castle & Nicholson, LLP",http://coxcastle.com,90,17,30,"Los Angeles, California; Irvine, California; San Francisco, California",,9,1,3,,3,7,,22,,1,,2,,,5,22,,107,2,,,1,Real Estate : 107,Litigation : 22,Environmental : 22,142,"1,284,000"
5685,"Herrick, Feinstein LLP",http://herrick.com,67,32,34,"Newark, New Jersey; New York, New York; Pittsburgh, Pennsylvania",,6,10,11,,1,,4,,,1,,2,4,,5,47,,57,5,,,5,Real Estate : 57,Litigation : 47,Corporate : 11,134,"1,238,000"
2612,Kobre & Kim,http://kobrekim.com,2,4,6,"New York, New York; San Francisco, California; Miami, Florida; Washington, District of Columbia; Wilmington, Delaware; Sao Paulo, Brazil; British Virgin Islands; Cayman Islands; Hong Kong, China; Shanghai, China; Tel Aviv, Israel; Seoul, South Korea; Dubai, UAE; London, UK; Cyprus",1,,13,,,,,,,,1,,,7,,,98,,,,,,4,Litigation : 98,Bankruptcy : 13,Intellectual Property : 7,118,"2,117,000"
1284,Irell & Manella LLP,http://irell.com,24,10,41,"Los Angeles, California; Newport Beach, California; Washington, District of Columbia",,,,2,,,,,,,,,,33,,,47,,1,,,,,Litigation : 47,Intellectual Property : 33,Corporate : 2,76,"2,691,000"
