FP ID,Name,Website,Partners,Counsel,Associates,Firm Office Locations,Antitrust,Banking,Bankruptcy,Corporate,Data Privacy,ERISA,Energy,Entertainment,Environmental,FDA,Government,Health Care,Insurance,Intellectual Property,International Trade,Labor & Employment,Litigation,Media,Real Estate,Tax,Telecommunications,Transportation,Trusts & Estates,Practice Area Top 1,Practice Area Top 2,Practice Area Top 3,Total Attorneys,PPP
1008,Fenwick & West,http://fenwick.com,143,32,287,"Mountain View, California; San Francisco, California; Seattle, Washington; New York, New York; Shanghai, China; Santa Monica, California; Washington, District of Columbia; Boston, Massachusetts",6,7,,198,20,14,,2,,,2,3,2,168,7,7,99,1,,14,,,,Corporate : 198,Intellectual Property : 168,Litigation : 99,485,"3,773,000"
2079,Quarles & Brady LLP,http://quarles.com,261,52,162,"Chicago, Illinois; Indianapolis, Indiana; Madison, Wisconsin; Milwaukee, Wisconsin; Naples, Florida; Phoenix, Arizona; Tampa, Florida; Tucson, Arizona; Washington, District of Columbia; Minneapolis, Minnesota; San Diego, California; Littleton, Colorado; St. Louis, Missouri",2,16,15,62,10,5,10,1,6,2,15,41,9,72,,79,118,2,61,11,,1,23,Litigation : 118,Labor & Employment : 79,Intellectual Property : 72,482,"1,028,000"
2343,Thompson Coburn LLP,http://thompsoncoburn.com,276,63,135,"Chicago, Illinois; Los Angeles, California; St. Louis, Missouri; Belleville, Illinois; Washington, District of Columbia; Dallas, Texas; New York, New York; Birmingham, Alabama",4,55,26,52,5,7,11,1,11,2,40,15,2,32,6,47,164,3,35,31,1,15,18,Litigation : 164,Banking : 55,Corporate : 52,477,"704,000"
1688,Loeb & Loeb LLP,https://www.loeb.com/,253,83,132,"Los Angeles, California; New York, New York; Chicago, Illinois; Nashville, Tennessee; Washington, District of Columbia; San Francisco, California; Beijing, China; Hong Kong, China; McLean, Virginia",1,28,17,128,19,4,4,66,3,3,9,,2,59,1,13,91,35,42,31,1,1,83,Corporate : 128,Litigation : 91,Trusts & Estates : 83,475,"2,021,000"
2149,Saul Ewing,http://saul.com,252,111,105,"Baltimore, Maryland; Boston, Massachusetts; Wayne, Pennsylvania; Chicago, Illinois; Fort Lauderdale, Florida; Harrisburg, Pennsylvania; Miami, Florida; New York, New York; Newark, New Jersey; Philadelphia, Pennsylvania; Pittsburgh, Pennsylvania; Princeton, New Jersey; Washington, District of Columbia; Wilmington, Delaware; West Palm Beach, Florida; Minneapolis, Minnesota; Los Angeles, California; Irvine, California",2,11,27,69,10,6,12,3,13,1,33,12,20,37,,31,183,2,96,23,1,2,35,Litigation : 183,Real Estate : 96,Corporate : 69,468,"718,000"
969,Buchanan Ingersoll & Rooney PC,http://bipc.com,249,44,143,"Alexandria, Virginia; Charlotte, North Carolina; Fort Lauderdale, Florida; Harrisburg, Pennsylvania; Miami, Florida; New York, New York; Newark, New Jersey; Philadelphia, Pennsylvania; Pittsburgh, Pennsylvania; Princeton, New Jersey; San Diego, California; Tallahassee, Florida; Tampa, Florida; Washington, District of Columbia; Wilmington, Delaware; King of Prussia, Pennsylvania; Chicago, Illinois; Toledo, Ohio",7,20,11,45,13,7,11,4,7,13,13,32,2,72,12,69,158,2,34,18,,1,14,Litigation : 158,Intellectual Property : 72,Labor & Employment : 69,460,"1,000,000"
2420,Williams & Connolly LLP,http://wc.com,127,45,228,"Washington, District of Columbia",12,,1,5,,3,,4,,2,3,2,,29,,4,220,14,2,4,,,1,Litigation : 220,Intellectual Property : 29,Media : 14,460,"3,588,000"
2019,Phelps Dunbar LLP,http://phelps.com,221,65,165,"Southlake, Texas; Gulfport, Mississippi; Houston, Texas; Jackson, Mississippi; Mobile, Alabama; New Orleans, Louisiana; Raleigh, North Carolina; Tampa, Florida; Tupelo, Mississippi; Baton Rouge, Louisiana; Birmingham, Alabama; London, UK; Fort Worth, Texas; Nashville, Tennessee; Austin, Texas; Memphis, Tennessee; Pensacola, Florida",,15,3,48,4,5,16,4,6,,12,16,120,11,,50,194,3,65,16,1,22,18,Litigation : 194,Insurance : 120,Real Estate : 65,459,"583,000"
2285,Steptoe LLP,http://steptoe.com,198,69,165,"Chicago, Illinois; Los Angeles, California; New York, New York; San Francisco, California; Washington, District of Columbia; Brussels, Belgium; Beijing, China; Hong Kong, China; London, UK; Houston, Texas",17,17,8,18,7,2,23,,15,10,34,,21,43,51,5,247,3,6,13,10,11,3,Litigation : 247,International Trade : 51,Intellectual Property : 43,457,"2,080,000"
2351,Thompson Hine LLP,http://thompsonhine.com,219,74,140,"Atlanta, Georgia; Cincinnati, Ohio; Cleveland, Ohio; Columbus, Ohio; Dayton, Ohio; New York, New York; Washington, District of Columbia; Chicago, Illinois; Minneapolis, Minnesota; Los Angeles, California; San Mateo, California",3,23,15,92,7,29,5,1,14,3,17,2,4,42,7,25,132,,70,11,1,10,10,Litigation : 132,Corporate : 92,Real Estate : 70,449,"1,064,000"
1724,McCarter & English,http://mccarter.com,249,54,128,"Boston, Massachusetts; East Brunswick, New Jersey; Hartford, Connecticut; Philadelphia, Pennsylvania; Stamford, Connecticut; Wilmington, Delaware; New York, New York; Washington, District of Columbia; Newark, New Jersey; Trenton, New Jersey; Miami, Florida; Carmel, Indiana",4,14,17,41,9,5,16,2,13,1,26,8,22,81,2,14,176,1,29,24,,3,25,Litigation : 176,Intellectual Property : 81,Corporate : 41,433,"1,055,000"
1231,Honigman,http://honigman.com,255,19,104,"Ann Arbor, Michigan; Bloomfield Hills, Michigan; Chicago, Illinois; Detroit, Michigan; Grand Rapids, Michigan; Kalamazoo, Michigan; Lansing, Michigan; Washington, District of Columbia; Tel Aviv, Israel",6,13,7,114,5,5,2,2,3,1,9,7,13,67,2,24,85,1,57,18,,1,13,Corporate : 114,Litigation : 85,Intellectual Property : 67,411,"1,601,000"
3674,Butler Snow,https://www.butlersnow.com/,49,17,4,"Birmingham, Alabama; Denver, Colorado; Atlanta, Georgia; New Orleans, Louisiana; Baton Rouge, Louisiana; Ridgeland, Mississippi; New York, New York; Bethlehem, Pennsylvania; Memphis, Tennessee; Nashville, Tennessee; Austin, Texas; Dallas, Texas; Richmond, Virginia; Macon, Georgia; Albuquerque, New Mexico; Wilmington, North Carolina; Montgomery, Alabama; Oxford, Mississippi; Gulfport, Mississippi; Charleston, South Carolina; Shreveport, Louisiana; London, UK; Huntsville, Alabama; Jacksonville, Florida",1,32,13,44,2,2,5,3,9,6,65,19,8,7,,20,210,,50,18,1,5,10,Litigation : 210,Government : 65,Real Estate : 50,411,"545,000"
1006,Dykema Gossett PLLC,http://dykema.com,201,49,101,"Ann Arbor, Michigan; Austin, Texas; Bloomfield Hills, Michigan; Chicago, Illinois; Dallas, Texas; Detroit, Michigan; Lansing, Michigan; Los Angeles, California; Minneapolis, Minnesota; San Antonio, Texas; Washington, District of Columbia; Milwaukee, Wisconsin; Houston, Texas",2,32,17,55,7,4,3,1,8,,17,20,15,15,1,23,188,2,49,11,,,13,Litigation : 188,Corporate : 55,Real Estate : 49,400,"736,000"
1010,Fish & Richardson P. C.,http://fr.com,247,27,116,"Washington, District of Columbia; San Diego, California; Minneapolis, Minnesota; Dallas, Texas; Atlanta, Georgia; Houston, Texas; New York, New York; Redwood City, California; Austin, Texas; Wilmington, Delaware; Boston, Massachusetts; Shenzhen, China; Munich, Germany; Newport Beach, California; Chicago, Illinois",,,,1,4,,,,,3,1,,,388,,,45,1,,,1,,,Intellectual Property : 388,Litigation : 45,Data Privacy : 4,398,"1,917,000"
1695,Lowenstein Sandler,http://lowenstein.com,148,107,136,"New York, New York; Roseland, New Jersey; Washington, District of Columbia; Centerville, Utah; Palo Alto, California",4,31,23,162,12,8,,,7,1,1,3,12,48,3,6,85,,12,19,,,14,Corporate : 162,Litigation : 85,Intellectual Property : 48,396,"3,124,000"
1810,Moore & Van Allen PLLC,http://mvalaw.com,187,75,121,"Charlotte, North Carolina; Charleston, South Carolina",,107,20,75,9,6,12,5,7,,8,9,1,43,1,20,73,2,40,13,,3,14,Banking : 107,Corporate : 75,Litigation : 73,387,"1,351,000"
2703,Burr & Forman LLP,http://burr.com,255,34,95,"Atlanta, Georgia; Fort Lauderdale, Florida; Jacksonville, Florida; Mobile, Alabama; Montgomery, Alabama; Nashville, Tennessee; Orlando, Florida; Tampa, Florida; Wilmington, Delaware; Jackson, Mississippi; Raleigh, North Carolina; Columbia, South Carolina; Birmingham, Alabama; Greenville, South Carolina; Hilton Head Island, South Carolina; Charlotte, North Carolina; Charleston, South Carolina; Myrtle Beach, South Carolina; Bluffton, South Carolina; Daniel Island, South Carolina; Washington, District of Columbia; Chicago, Illinois",3,37,38,49,2,3,1,,6,2,35,15,12,15,,30,151,,82,19,3,7,9,Litigation : 151,Real Estate : 82,Corporate : 49,386,"843,000"
971,"Cadwalader, Wickersham & Taft LLP",http://cwt.com,104,68,187,"New York, New York; Charlotte, North Carolina; Washington, District of Columbia; London, UK",6,225,16,54,,2,1,,1,,3,,,8,3,,58,,33,10,1,,6,Banking : 225,Litigation : 58,Corporate : 54,377,"3,709,000"
1281,Ice Miller,http://icemiller.com,184,59,125,"Chicago, Illinois; Columbus, Ohio; Indianapolis, Indiana; New York, New York; Philadelphia, Pennsylvania; Washington, District of Columbia; Baltimore, Maryland; Miami, Florida; Naples, Florida; Cleveland, Ohio; Milwaukee, Wisconsin",2,25,13,97,8,14,8,4,16,2,40,19,10,33,5,29,80,,49,13,2,3,14,Corporate : 97,Litigation : 80,Real Estate : 49,377,"1,038,000"
2397,"Vorys, Sater, Seymour and Pease, LLP",http://vorys.com,190,36,139,"Columbus, Ohio; Washington, District of Columbia; Cleveland, Ohio; Cincinnati, Ohio; Akron, Ohio; Houston, Texas; Pittsburgh, Pennsylvania; Newport Beach, California; London, UK",6,34,7,45,7,7,26,1,6,,9,8,5,41,3,48,111,2,55,24,1,,15,Litigation : 111,Real Estate : 55,Labor & Employment : 48,370,"674,000"
4763,Fennemore,https://www.fennemorelaw.com/,226,65,77,"Fresno, California; Bakersfield, California; Phoenix, Arizona; Denver, Colorado; Las Vegas, Nevada; Reno, Nevada; Roseville, California; Nogales, Arizona; San Diego, California; Oakland, California; Modesto, California; San Bernardino, California; Walnut Creek, California; Irvine, California; Santa Barbara, California; Seattle, Washington; Mission, Texas; Basalt, Colorado; Spokane, Washington; Boise, Idaho; Coeur d'Alene, Idaho; San Antonio, Texas",,7,16,63,5,3,13,2,28,1,12,7,8,16,2,32,137,,95,17,,,59,Litigation : 137,Real Estate : 95,Corporate : 63,370,"486,000"
1784,Michael Best & Friedrich LLP,https://www.michaelbest.com/,186,60,112,"Austin, Texas; Denver, Colorado; Manitowoc, Wisconsin; Milwaukee, Wisconsin; Chicago, Illinois; Madison, Wisconsin; Cottonwood Heights, Utah; Salt Lake City, Utah; Washington, District of Columbia; Broomfield, Colorado; Waukesha, Wisconsin; Durham, North Carolina; Raleigh, North Carolina; Winston Salem, North Carolina; Wilmington, North Carolina; Charlotte, North Carolina; Greenville, North Carolina; Los Angeles, California; Lincoln, Nebraska; Los Angeles, California",1,3,11,93,9,13,5,3,6,3,12,12,,86,2,50,73,2,21,8,,,8,Corporate : 93,Intellectual Property : 86,Litigation : 73,367,"802,000"
2371,Vedder,https://www.vedder.com/,180,9,169,"Chicago, Illinois; Los Angeles, California; New York, New York; San Francisco, California; Washington, District of Columbia; Dallas, Texas; Singapore; London, UK; Miami, Florida",3,29,11,89,3,13,1,,1,,5,4,,11,3,45,75,2,14,6,,71,4,Corporate : 89,Litigation : 75,Transportation : 71,367,"1,279,000"
5424,Gunderson Dettmer Stough Villeneuve Franklin & Hachigian LLP,http://gunder.com,132,27,193,"San Diego, California; San Francisco, California; Redwood City, California; Boston, Massachusetts; Ann Arbor, Michigan; New York, New York; Los Angeles, California; Singapore; Beijing, China; Austin, Texas; Sao Paulo, Brazil; Atlanta, Georgia",1,4,,303,10,9,,,,,,,,41,,11,2,,,11,,,,Corporate : 303,Intellectual Property : 41,Tax : 11,366,"2,254,000"
972,Cahill Gordon & Reindel LLP,http://cahill.com,92,50,198,"New York, New York; Washington, District of Columbia; London, UK; Wilmington, Delaware",2,83,7,139,2,2,2,,2,,2,,2,24,2,,118,5,2,8,1,,1,Corporate : 139,Litigation : 118,Banking : 83,361,"5,268,000"
973,"Carlton Fields, PA",https://www.carltonfields.com/,195,55,100,"Atlanta, Georgia; Hartford, Connecticut; Los Angeles, California; Miami, Florida; New York, New York; Orlando, Florida; Tallahassee, Florida; Tampa, Florida; Washington, District of Columbia; West Palm Beach, Florida; Florham Park, New Jersey; Minneapolis, Minnesota",2,12,7,25,6,4,1,,7,,9,15,50,10,,14,194,3,64,6,,,4,Litigation : 194,Real Estate : 64,Insurance : 50,352,"1,091,000"
3434,Bracewell LLP,https://bracewell.com,175,51,113,"Washington, District of Columbia; New York, New York; Austin, Texas; Dallas, Texas; Houston, Texas; San Antonio, Texas; Seattle, Washington; Dubai, UAE; London, UK; Paris, France",2,54,6,42,2,1,141,,18,,39,11,2,15,,7,79,,13,11,,1,,Energy : 141,Litigation : 79,Banking : 54,344,"1,798,000"
1534,Lathrop GPM LLP,http://lathropgpm.com,161,93,82,"Boston, Massachusetts; Chicago, Illinois; Denver, Colorado; Kansas City, Missouri; Los Angeles, California; Overland Park, Kansas; Clayton, Missouri; Washington, District of Columbia; Minneapolis, Minnesota; St. Cloud, Minnesota; Fargo, North Dakota; Dallas, Texas; San Francisco, California; San Jose, California; Redwood City, California; Sacramento, California; Silicon Valley, California",,9,11,67,8,7,6,2,14,,15,9,12,50,,31,104,3,28,15,,,52,Litigation : 104,Corporate : 67,Trusts & Estates : 52,343,"961,000"
2638,Stoel Rives,http://stoel.com,169,32,133,"Anchorage, Alaska; Boise, Idaho; Minneapolis, Minnesota; Portland, Oregon; Sacramento, California; Salt Lake City, Utah; Seattle, Washington; San Diego, California; San Francisco, California; Washington, District of Columbia",4,8,4,54,3,5,60,,61,,5,3,5,20,1,27,100,,49,14,,,1,Litigation : 100,Environmental : 61,Energy : 60,339,"1,189,000"
993,Day Pitney LLP,http://daypitney.com,152,35,142,"Parsippany, New Jersey; Hartford, Connecticut; Stamford, Connecticut; Greenwich, Connecticut; New Haven, Connecticut; West Hartford, Connecticut; Boston, Massachusetts; New York, New York; Washington, District of Columbia; Boca Raton, Florida; Miami, Florida; West Palm Beach, Florida; Providence, Rhode Island",,10,2,37,7,3,19,1,10,1,2,8,21,32,,14,81,,46,14,2,1,88,Trusts & Estates : 88,Litigation : 81,Real Estate : 46,334,"940,000"
2553,Bond Schoeneck & King PLLC,http://bsk.com,166,77,86,"Albany, New York; Buffalo, New York; Garden City, New York; New York, New York; Rochester, New York; Syracuse, New York; Naples, Florida; Overland Park, Kansas; Utica, New York; Boston, Massachusetts; Saratoga Springs, New York; White Plains, New York",,6,9,32,7,11,4,8,10,,47,11,1,19,,96,75,,34,12,,,34,Labor & Employment : 96,Litigation : 75,Government : 47,332,"453,000"
2668,Smith Gambrell & Russell LLP,http://sgrlaw.com,205,63,64,"Atlanta, Georgia; Austin, Texas; Jacksonville, Florida; New York, New York; Washington, District of Columbia; Los Angeles, California; Miami, Florida; London, UK; Chicago, Illinois; Munich, Germany; Tampa, Florida; Milan, Italy",8,15,7,65,5,16,8,1,5,,5,4,17,32,1,17,123,,57,11,,24,16,Litigation : 123,Corporate : 65,Real Estate : 57,332,"1,243,000"
945,Adams and Reese LLP,https://www.adamsandreese.com/,156,87,82,"Atlanta, Georgia; Baton Rouge, Louisiana; Columbia, South Carolina; Houston, Texas; Ridgeland, Mississippi; Jacksonville, Florida; Memphis, Tennessee; Mobile, Alabama; Nashville, Tennessee; New Orleans, Louisiana; Sarasota, Florida; Tampa, Florida; Washington, District of Columbia; Birmingham, Alabama; Tallahassee, Florida; Charlotte, North Carolina; Denver, Colorado",,20,17,37,2,,11,2,6,,45,7,17,12,1,23,188,1,57,4,1,13,6,Litigation : 188,Real Estate : 57,Government : 45,327,"772,000"
10410,"Offit Kurman, PA",https://www.offitkurman.com/,213,48,10,"New York, New York; Hackensack, New Jersey; Harrisburg, Pennsylvania; Philadelphia, Pennsylvania; Plymouth Meeting, Pennsylvania; Wilmington, Delaware; Baltimore, Maryland; Bethesda, Maryland; Columbia, Maryland; Frederick, Maryland; Washington, District of Columbia; Vienna, Virginia; Charlotte, North Carolina; Rock Hill, South Carolina; White Plains, New York; Whippany, New Jersey; Greensboro, North Carolina; Los Angeles, California; Atlanta, Georgia; Dallas, Texas; Ft. Lauderdale, Florida",1,8,23,48,1,2,1,2,3,,6,1,4,17,,26,133,1,70,11,,,41,Litigation : 133,Real Estate : 70,Corporate : 48,320,"570,000"
2495,Winstead PC,http://winstead.com,151,51,117,"Austin, Texas; Charlotte, North Carolina; Dallas, Texas; Fort Worth, Texas; Houston, Texas; San Antonio, Texas; The Woodlands, Texas; New York, New York; Nashville, Tennessee",,39,8,49,2,2,6,,2,,15,3,2,23,,2,49,,147,7,,14,13,Real Estate : 147,Corporate : 49,Litigation : 49,319,"1,791,000"
1009,Finnegan Henderson Farabow Garrett & Dunner LLP,http://finnegan.com,143,28,137,"Seoul, South Korea; Shanghai, China; Taipei, Taiwan; Tokyo, Japan; London, UK; Atlanta, Georgia; Boston, Massachusetts; Palo Alto, California; Reston, Virginia; Washington, District of Columbia; Munich, Germany",1,,,,5,,,,,3,,,,298,1,,16,2,,,1,,,Intellectual Property : 298,Litigation : 16,Data Privacy : 5,312,"1,362,000"
2947,"Atkinson, Andelson, Loya, Ruud & Romo",https://www.aalrr.com/,146,42,124,"Fresno, California; Pasadena, California; Irvine, California; Cerritos, California; Sacramento, California; La Jolla, California; Pleasanton, California; Riverside, California; Sausalito, California",,,,5,1,1,1,1,8,,149,,2,3,,173,67,,22,2,,,,Labor & Employment : 173,Government : 149,Litigation : 67,312,"1,034,000"
1705,"Manatt, Phelps & Phillips LLP",http://manatt.com,162,41,91,"Albany, New York; Chicago, Illinois; Los Angeles, California; New York, New York; Costa Mesa, California; Redwood City, California; Sacramento, California; San Francisco, California; Washington, District of Columbia; Boston, Massachusetts; Encinitas, California; Boston, Massachusetts",3,23,4,46,10,7,3,37,9,2,19,57,1,25,,12,88,12,31,14,1,,5,Litigation : 88,Health Care : 57,Corporate : 46,311,"2,442,000"
1014,Foley Hoag LLP,http://foleyhoag.com,158,20,123,"Boston, Massachusetts; New York, New York; Washington, District of Columbia; Paris, France; Denver, Colorado",1,8,7,87,4,1,25,,14,5,8,9,,64,7,14,100,1,7,5,,2,1,Litigation : 100,Corporate : 87,Intellectual Property : 64,307,"1,409,000"
1437,Kelley Drye & Warren LLP,https://www.kelleydrye.com/,111,66,118,"New York, New York; Washington, District of Columbia; Los Angeles, California; Chicago, Illinois; Houston, Texas; Parsippany, New Jersey; Stamford, Connecticut; La Jolla, California",2,13,24,21,17,4,5,,31,1,6,1,,13,23,14,94,11,38,4,6,,1,Litigation : 94,Real Estate : 38,Environmental : 31,303,"1,493,000"
4675,Epstein Becker & Green,http://ebglaw.com,175,40,85,"Los Angeles, California; San Francisco, California; Stamford, Connecticut; Washington, District of Columbia; Chicago, Illinois; Baltimore, Maryland; Boston, Massachusetts; Newark, New Jersey; New York, New York; Houston, Texas; Nashville, Tennessee; St. Petersburg, Florida; Southfield, Michigan; Memphis, Tennessee; Columbus, Ohio; Cincinnati, Ohio; Portland, Oregon; Pittsburgh, Pennsylvania; Tampa, Florida",5,,3,16,12,14,,,,5,3,129,1,4,,132,61,,1,4,,,,Labor & Employment : 132,Health Care : 129,Litigation : 61,301,"1,251,000"
966,Brownstein Hyatt Farber Schreck,http://bhfs.com,177,19,93,"Albuquerque, New Mexico; Denver, Colorado; San Diego, California; Linwood, New Jersey; Las Vegas, Nevada; Reno, Nevada; Santa Barbara, California; Los Angeles, California; Sacramento, California; Washington, District of Columbia; Cheyenne, Wyoming; Tampa, Florida",2,6,4,44,2,6,6,16,36,2,45,4,,29,2,8,56,,64,11,2,,2,Real Estate : 64,Litigation : 56,Government : 45,297,"1,361,000"
2215,Shumaker Loop and Kendrick LLP,https://www.shumaker.com/,185,35,65,"Charlotte, North Carolina; Columbus, Ohio; Sarasota, Florida; Tampa, Florida; Toledo, Ohio; Charleston, South Carolina; Tallahassee, Florida; Dade City, Florida; Greenville, South Carolina; Akron, Ohio; Bloomington, Minnesota",3,10,9,54,4,12,2,4,8,,11,8,10,31,1,24,115,,39,19,,4,19,Litigation : 115,Corporate : 54,Real Estate : 39,293,"743,000"
2399,"Wachtell, Lipton, Rosen & Katz",http://wlrk.com,82,51,147,"New York, New York",14,21,33,112,,16,,,,,,,1,4,,,90,,3,11,,,4,Corporate : 112,Litigation : 90,Bankruptcy : 33,288,"9,036,000"
974,Chapman and Cutler LLP,http://chapman.com,156,44,80,"Chicago, Illinois; Charlotte, North Carolina; New York, New York; San Francisco, California; Salt Lake City, Utah; Washington, District of Columbia",,207,18,47,1,3,6,,1,,52,5,,,,1,8,,10,10,,3,5,Banking : 207,Government : 52,Corporate : 47,286,"1,818,000"
2124,Robinson & Cole,http://rc.com,139,55,91,"Hartford, Connecticut; New London, Connecticut; Stamford, Connecticut; Boston, Massachusetts; Albany, New York; New York, New York; Providence, Rhode Island; Miami, Florida; Manhattan Beach, California; Wilmington, Delaware; Philadelphia, Pennsylvania; Washington, District of Columbia; Austin, Texas",2,19,18,37,6,17,7,,14,1,10,14,44,11,1,18,61,,63,9,2,,,Real Estate : 63,Litigation : 61,Insurance : 44,285,"770,000"
949,Allen Matkins,http://allenmatkins.com,132,40,103,"Los Angeles, California; Los Angeles, California; Irvine, California; San Diego, California; San Francisco, California; New York, New York",,2,13,12,,,1,,35,,2,,,,,9,69,,173,8,,,1,Real Estate : 173,Litigation : 69,Environmental : 35,276,"1,305,000"
1097,"GrayRobinson, P.A.",http://www.gray-robinson.com/,158,49,62,"Boca Raton, Florida; Fort Lauderdale, Florida; Fort Myers, Florida; Gainesville, Florida; Jacksonville, Florida; Key West, Florida; Lakeland, Florida; Melbourne, Florida; Miami, Florida; Naples, Florida; Orlando, Florida; Tallahassee, Florida; Tampa, Florida; West Palm Beach, Florida; Washington, District of Columbia; Pensacola, Florida",,12,7,32,2,7,1,2,6,2,33,8,5,14,1,16,122,,61,11,1,9,21,Litigation : 122,Real Estate : 61,Government : 33,272,"657,000"
2224,Shutts & Bowen,http://shutts.com,186,5,75,"Fort Lauderdale, Florida; Jacksonville, Florida; Miami, Florida; Orlando, Florida; Sarasota, Florida; Tallahassee, Florida; Tampa, Florida; West Palm Beach, Florida",,16,9,24,1,1,2,,2,,10,1,11,8,3,9,119,,94,10,,,16,Litigation : 119,Real Estate : 94,Corporate : 24,267,"1,033,000"
2429,Williams Mullen,http://williamsmullen.com,170,5,84,"Charlottesville, Virginia; Raleigh, North Carolina; Richmond, Virginia; Tysons, Virginia; Virginia Beach, Virginia; Columbia, South Carolina",1,15,4,70,2,4,5,1,11,,18,18,,16,,16,54,1,62,14,2,1,7,Corporate : 70,Real Estate : 62,Litigation : 54,259,"1,077,000"
8404,Tucker Ellis LLP,https://www.tuckerellis.com/,113,71,63,"Cleveland, Ohio; Chicago, Illinois; St. Louis, Missouri; San Francisco, California; Los Angeles, California; Columbus, Ohio; Washington, District of Columbia; Irvine, California; Atlanta, Georgia; Morristown, New Jersey",2,7,6,26,2,5,,,2,4,3,5,5,35,,15,158,,16,2,,1,7,Litigation : 158,Intellectual Property : 35,Corporate : 26,251,"766,000"
112674766,UB Greensfelder,https://www.ubglaw.com/,134,56,58,"St. Louis, Missouri; O'Fallon, Illinois; Chicago, Illinois; Cincinnati, Ohio; Columbus, Ohio; Cleveland, Ohio; New York, New York",1,5,4,45,3,7,2,,4,,3,8,3,18,,20,113,1,39,11,,,27,Litigation : 113,Corporate : 45,Real Estate : 39,250,"482,000"
962,"Boies, Schiller & Flexner LLP",http://bsfllp.com,116,19,105,"Albany, New York; Armonk, New York; Fort Lauderdale, Florida; New York, New York; Hollywood, Florida; Las Vegas, Nevada; London, UK; Los Angeles, California; Miami, Florida; Washington, District of Columbia; San Francisco, California; Milan, Italy; Rome, Italy",10,1,4,7,3,,1,1,1,,5,,1,14,2,1,214,2,,2,,,2,Litigation : 214,Intellectual Property : 14,Antitrust : 10,242,"3,941,000"
7537,Pryor Cashman LLP,http://pryorcashman.com,123,44,75,"Los Angeles, California; New York, New York; Miami, Florida",,13,12,42,1,3,,38,,,,,2,33,,28,87,11,28,4,,,12,Litigation : 87,Corporate : 42,Entertainment : 38,242,"1,576,000"
1083,Goulston & Storrs,https://www.goulstonstorrs.com/,107,59,71,"Boston, Massachusetts; New York, New York; Washington, District of Columbia",,9,8,30,1,2,,3,6,,2,1,1,3,,7,38,,129,6,,1,24,Real Estate : 129,Litigation : 38,Corporate : 30,241,"978,000"
1484,"Knobbe Martens Olson & Bear, LLP",http://knobbe.com,136,6,93,"Los Angeles, California; New York, New York; Irvine, California; San Diego, California; Seattle, Washington; San Francisco, California; Washington, District of Columbia",1,,,1,,,,2,,1,,,,234,,,15,2,,,,,,Intellectual Property : 234,Litigation : 15,Media : 2,236,"827,000"
954,Armstrong Teasdale,http://armstrongteasdale.com,129,28,75,"St. Louis, Missouri; Kansas City, Missouri; Jefferson City, Missouri; Denver, Colorado; New York, New York; Philadelphia, Pennsylvania; Wilmington, Delaware; Edwardsville, Illinois; Coral Gables, Florida; Washington, District of Columbia; Chicago, Illinois",1,10,12,36,4,1,,,2,,11,6,2,55,4,8,111,,15,5,,,2,Litigation : 111,Intellectual Property : 55,Corporate : 36,235,"646,000"
5757,Hodgson Russ LLP,http://hodgsonruss.com,153,9,71,"Palm Beach, Florida; Albany, New York; Buffalo, New York; New York, New York; Saratoga Springs, New York; Rochester, New York; Toronto, Canada; Hackensack, New Jersey; Greensboro, North Carolina",1,9,3,35,3,5,13,,15,,23,4,3,13,,22,57,1,24,36,1,,18,Litigation : 57,Tax : 36,Corporate : 35,233,"626,000"
975,Choate Hall & Stewart LLP,http://choate.com,103,30,88,"Boston, Massachusetts",3,37,13,58,1,2,1,1,1,1,1,2,7,34,,3,48,,5,7,,,30,Corporate : 58,Litigation : 48,Banking : 37,230,"4,367,000"
2418,Wiley Rein LLP,http://wileyrein.com,120,42,62,"Washington, District of Columbia",4,,,11,14,,,1,9,5,43,7,39,11,31,4,55,12,1,1,44,1,,Litigation : 55,Telecommunications : 44,Government : 43,229,"1,510,000"
8259,Susman Godfrey L.L.P.,https://www.susmangodfrey.com/,108,18,77,"Los Angeles, California; New York, New York; Houston, Texas; Seattle, Washington",3,,,,1,,,,,,,,3,17,,,218,,,,,,,Litigation : 218,Intellectual Property : 17,Insurance : 3,227,"4,391,000"
2620,Miles & Stockbridge PC,http://milesstockbridge.com,131,40,50,"Baltimore, Maryland; Easton, Maryland; Frederick, Maryland; Rockville, Maryland; Tysons Corner, Virginia; Washington, District of Columbia; Richmond, Virginia; New York, New York; Washington, District of Columbia",,25,10,42,,1,,,6,,28,7,6,7,2,21,60,,70,9,,,2,Real Estate : 70,Litigation : 60,Corporate : 42,223,"1,058,000"
4045,Cole Schotz,http://coleschotz.com,134,13,75,"Wilmington, Delaware; Baltimore, Maryland; Hackensack, New Jersey; New York, New York; Boca Raton, Florida; Dallas, Texas; Washington, District of Columbia; Miami, Florida",,1,40,29,,,,2,12,,,,1,17,,7,73,,43,21,,,33,Litigation : 73,Real Estate : 43,Bankruptcy : 40,222,"1,383,000"
